LNR,RESPONSE
45317,0.009657858
45631,0.026718054
40811,0.007709
40823,0.01214566
41153,0.012509989
41791,0.008876455
42115,0.023726372
42118,0.008960848
42425,0.028875936
42429,0.01214566
42432,0.008605359
42440,0.008960848
42752,0.020973928
43383,0.01214566
43386,0.01214566
43705,0.007709
43721,0.007709
44022,0.011222596
44026,0.026718054
44347,0.015653403
44361,0.029037572
44671,0.01214566
44684,0.007952084
83120,0.032507148
83129,0.015183985
83452,0.01214566
83764,0.007952084
84408,0.02140101
85050,0.007709
85060,0.029037572
85682,0.02140101
81559,0.007952084
81873,0.008876455
81876,0.008960848
81878,0.007952084
82826,0.007709
82834,0.007952084
83149,0.023851132
1394,0.007709
1091,0.01214566
1113,0.008605359
810,0.01214566
813,0.010884581
847,0.023851132
860,0.007952084
1174,0.026718054
879,0.038652718
1187,0.01214566
887,0.01214566
1204,0.011222596
910,0.009657858
1230,0.008876455
1872,0.007709
1562,0.007709
1590,0.029037572
1596,0.008876455
1598,0.007952084
1903,0.023851132
1612,0.008960848
1614,0.026718054
2029,0.0260689
1622,0.010884581
1628,0.009961777
1926,0.007952084
1933,0.02140101
1660,0.011222596
1947,0.007952084
1686,0.031376749
1690,0.01214566
1997,0.007709
2005,0.008876455
2014,0.01214566
1721,0.01214566
1731,0.007952084
1426,0.047575943
1434,0.009657858
5750,0.008960848
5758,0.008960848
5490,0.029037572
5500,0.008960848
14053,0.032507148
14362,0.009657858
14368,0.014291247
14375,0.007952084
14070,0.029037572
14078,0.01214566
14391,0.009657858
14395,0.02140101
14093,0.016934659
14399,0.007952084
14405,0.007952084
14113,0.007709
14433,0.010884581
14118,0.02313967
14125,0.007952084
14137,0.007709
14453,0.01214566
14456,0.009961777
14780,0.010001297
14785,0.010001297
15126,0.015183985
15136,0.01214566
14807,0.015183985
14815,0.008960848
15154,0.018986389
14864,0.012118628
14868,0.007709
14888,0.01214566
14889,0.01214566
14893,0.0260689
15203,0.016594095
15226,0.009678065
14921,0.010884581
15252,0.010001297
14941,0.008960848
14952,0.008876455
14956,0.01214566
14649,0.015183985
14965,0.01214566
14671,0.01214566
14673,0.012509989
14692,0.032507148
14694,0.007952084
14696,0.007709
15007,0.008960848
14699,0.007709
14704,0.023726372
14707,0.007952084
14713,0.0260689
15028,0.007709
15083,0.010001297
15411,0.01214566
15417,0.007709
15717,0.007952084
15720,0.016261099
15432,0.047575943
15433,0.01214566
15436,0.01214566
15741,0.008605359
15443,0.008605359
15452,0.007952084
25170,0.008960848
25171,0.01214566
25173,0.039212063
25846,0.029037572
25548,0.02140101
25555,0.007952084
25963,0.012118628
25976,0.013625211
25571,0.015653403
25874,0.007952084
34762,0.009961777
34765,0.01214566
34192,0.015183985
34507,0.018986389
34511,0.01214566
34531,0.008876455
34223,0.007709
34237,0.032507148
34240,0.008960848
34564,0.007709
34569,0.007952084
34571,0.01214566
34260,0.008960848
34266,0.008876455
34284,0.029037572
34296,0.007709
34297,0.009657858
34601,0.01214566
35272,0.026718054
35273,0.012118628
34945,0.02140101
35280,0.04498722
35286,0.016934659
34960,0.011222596
34962,0.007952084
34966,0.023851132
34985,0.011222596
35332,0.009657858
35428,0.008605359
35044,0.015183985
35378,0.010001297
35077,0.035403319
35386,0.007952084
35099,0.01214566
35406,0.032507148
35111,0.0260689
35119,0.026718054
35125,0.039602488
35130,0.01214566
35135,0.007952084
34822,0.008960848
4324,0.01214566
4329,0.007952084
4342,0.018470027
4367,0.029037572
4373,0.008960848
4376,0.02140101
5032,0.031376749
4797,0.007952084
5121,0.01214566
4804,0.007709
5125,0.055829901
5159,0.010001297
5174,0.023851132
5177,0.01214566
5181,0.008960848
4874,0.008960848
4898,0.007952084
4585,0.008960848
4598,0.008960848
4907,0.007952084
4909,0.010001297
4921,0.008960848
4611,0.007709
4632,0.007709
4955,0.007709
4658,0.057531986
4975,0.008876455
4666,0.007709
4667,0.0260689
4985,0.01214566
4989,0.023851132
4994,0.01214566
5007,0.032507148
5803,0.008960848
5414,0.01214566
5703,0.008876455
5715,0.02313967
5740,0.008605359
5449,0.008960848
15771,0.009171845
15775,0.009961777
15480,0.012118628
15499,0.009961777
15509,0.010884581
15516,0.007952084
15522,0.026578706
15820,0.009961777
15821,0.012509989
24688,0.029037572
24692,0.009961777
24103,0.007709
24116,0.01214566
24426,0.009678065
24122,0.031376749
24141,0.011222596
24494,0.008960848
24187,0.01214566
24504,0.009657858
24508,0.008605359
24510,0.01214566
24208,0.02140101
24523,0.02140101
24525,0.029037572
24872,0.02140101
25210,0.01214566
25225,0.01214566
24923,0.007709
25338,0.047575943
25340,0.026718054
24940,0.01214566
24950,0.009657858
25265,0.01214566
25267,0.039587572
24964,0.009657858
24991,0.01214566
25306,0.008960848
25009,0.01214566
25016,0.068075687
24717,0.008605359
24727,0.023376323
24732,0.01214566
25063,0.01214566
24763,0.01214566
25089,0.007709
24787,0.007709
24794,0.032507148
24811,0.02140101
25121,0.026718054
25127,0.008960848
24826,0.007709
45001,0.01214566
40511,0.01214566
40515,0.026578706
40831,0.026718054
41170,0.007952084
41171,0.01214566
41494,0.009961777
41495,0.01214566
41801,0.032507148
41805,0.032507148
42136,0.008960848
42451,0.009657858
43084,0.01214566
43090,0.023851132
43091,0.010001297
43418,0.023851132
44047,0.023726372
45025,0.041430686
45350,0.007709
41824,0.011222596
42464,0.032143425
42466,0.008876455
44394,0.026718054
44406,0.007952084
44720,0.009657858
44728,0.032507148
45046,0.015653403
45051,0.016934659
45053,0.053359829
45369,0.01214566
45371,0.01214566
45372,0.009657858
45374,0.026718054
54660,0.009961777
54981,0.007952084
54984,0.011222596
55290,0.010884581
55298,0.010884581
55309,0.01214566
55945,0.007709
55946,0.008960848
55950,0.01214566
51130,0.010884581
51771,0.01214566
51777,0.01214566
51778,0.008960848
51785,0.008960848
52422,0.026718054
53066,0.049030464
53077,0.012118628
53385,0.007952084
53386,0.01214566
53402,0.01214566
41006,0.008960848
41317,0.008876455
41322,0.010001297
41640,0.026718054
41969,0.026718054
42602,0.008960848
42607,0.009961777
42931,0.032143425
43248,0.007709
43251,0.02140101
43255,0.009657858
44215,0.01214566
44850,0.008960848
44857,0.008876455
45181,0.007709
45510,0.02140101
40686,0.008960848
40701,0.031865645
54476,0.026718054
54799,0.01214566
54802,0.012509989
54808,0.01214566
55758,0.015183985
51591,0.01214566
51598,0.01214566
51918,0.007709
52250,0.009961777
52573,0.029448032
52574,0.009657858
53527,0.015183985
53863,0.008960848
54168,0.007952084
54179,0.009657858
55459,0.007952084
55469,0.008960848
55787,0.01214566
50952,0.010884581
51614,0.01214566
52260,0.007952084
52901,0.009961777
52912,0.007952084
53233,0.01214566
53237,0.023851132
53548,0.011222596
53556,0.008960848
53876,0.029037572
54192,0.026718054
3496,0.008960848
3519,0.023851132
3939,0.02140101
3527,0.01214566
3545,0.04498722
3547,0.007952084
3558,0.009961777
3870,0.007952084
3886,0.032507148
3582,0.007709
3916,0.008605359
3605,0.028875936
3625,0.009657858
3626,0.008960848
3629,0.008605359
3631,0.012509989
3329,0.02140101
3643,0.007709
3352,0.007709
3667,0.044026136
3674,0.007952084
3689,0.007709
3702,0.01214566
3710,0.011779147
3416,0.008876455
3752,0.01214566
3755,0.02140101
3757,0.008960848
4064,0.007952084
4065,0.011222596
4382,0.007952084
4082,0.01214566
4089,0.008960848
4091,0.02140101
4094,0.01214566
4103,0.008960848
4104,0.007952084
4434,0.007952084
4134,0.029037572
4549,0.008960848
4556,0.010884581
4560,0.010884581
4448,0.014467332
4171,0.007952084
4190,0.007952084
4487,0.007952084
4497,0.007952084
4202,0.01214566
4508,0.05153371
4509,0.007952084
4514,0.02140101
4238,0.01214566
4525,0.019681295
4533,0.01214566
4541,0.007952084
4248,0.008960848
4280,0.008960848
3968,0.008876455
3971,0.008960848
3975,0.032338612
4283,0.01214566
4308,0.010001297
42490,0.007952084
43133,0.01214566
43141,0.015183985
43442,0.008960848
43446,0.026718054
43765,0.007952084
43774,0.008876455
44094,0.008960848
44097,0.023851132
44417,0.01214566
44421,0.02140101
41232,0.009657858
41234,0.010884581
41554,0.01214566
41880,0.038213756
42515,0.009657858
42822,0.026578706
42824,0.009961777
43151,0.007709
43474,0.009657858
43481,0.01214566
43798,0.010884581
44103,0.007952084
44752,0.007709
40585,0.008876455
40588,0.01214566
40602,0.007952084
40916,0.007709
40924,0.007952084
41241,0.01214566
41575,0.012509989
41890,0.009961777
41899,0.02140101
42205,0.016426044
42206,0.01214566
42215,0.018133672
43169,0.01214566
43177,0.009678065
43179,0.007952084
43483,0.029037572
43806,0.018986389
43819,0.008960848
44769,0.008605359
44773,0.007952084
45433,0.008960848
45435,0.008605359
40610,0.010800883
41263,0.014291247
41273,0.048045482
42548,0.016136732
42877,0.007952084
43182,0.008960848
43184,0.02140101
22052,0.02140101
21758,0.032507148
21790,0.01214566
22105,0.009657858
21856,0.010800883
21857,0.007709
22145,0.008960848
22148,0.009657858
22154,0.008605359
21893,0.032507148
21583,0.022058325
21903,0.0260689
21906,0.010001297
21607,0.007709
21930,0.008960848
21933,0.009678065
21641,0.026718054
21980,0.039212063
21691,0.01765178
22017,0.008605359
22662,0.008960848
31198,0.01214566
31552,0.072116785
31652,0.008960848
31574,0.007952084
31264,0.0274143
31297,0.010884581
31604,0.007952084
31612,0.032507148
31614,0.013625211
31305,0.032507148
31313,0.015183985
31627,0.026718054
31638,0.01214566
31333,0.008960848
31337,0.01214566
31340,0.02140101
31051,0.01214566
31054,0.044026136
31055,0.009961777
31368,0.009657858
31379,0.007709
31085,0.01214566
31093,0.01214566
35161,0.015183985
35177,0.008960848
34861,0.008960848
35181,0.007709
35182,0.026718054
34896,0.026718054
35216,0.009678065
35217,0.011222596
34901,0.032507148
34922,0.007952084
35245,0.02140101
35253,0.032507148
35254,0.026718054
35256,0.008960848
35573,0.008876455
35880,0.007952084
35601,0.047575943
35926,0.055829901
41357,0.009657858
41674,0.013676131
42315,0.007952084
42956,0.018986389
43262,0.012499007
43914,0.008960848
43916,0.012509989
44237,0.032507148
44880,0.008960848
45200,0.008876455
45204,0.031805158
45206,0.01214566
45217,0.02140101
45529,0.007952084
40707,0.035115715
40725,0.0260689
41040,0.01214566
41682,0.008960848
42006,0.026718054
42018,0.020123277
42341,0.012118628
42659,0.01214566
42974,0.023851132
42978,0.01214566
43284,0.007952084
43298,0.007709
43604,0.026718054
43613,0.01214566
43619,0.01214566
43941,0.038443502
44258,0.029037572
44911,0.01214566
45228,0.008960848
45229,0.01214566
40737,0.009961777
40747,0.01214566
41055,0.026718054
41381,0.023851132
41392,0.01214566
43512,0.015653403
43518,0.01214566
52166,0.023851132
53140,0.01214566
53456,0.007952084
54742,0.02140101
55056,0.011222596
55065,0.032507148
55371,0.020123277
55697,0.007709
50872,0.01214566
50873,0.01214566
50874,0.018986389
50881,0.007709
50882,0.015183985
51202,0.02140101
51211,0.01214566
51851,0.01214566
51854,0.007709
52508,0.028886486
53159,0.007952084
53467,0.012509989
53796,0.007709
54105,0.007709
54123,0.008960848
54440,0.01214566
54442,0.016426044
55724,0.01214566
50891,0.007709
50898,0.009961777
51228,0.026718054
52200,0.029037572
52523,0.007952084
52527,0.018986389
52846,0.010884581
52847,0.01214566
52858,0.02140101
53170,0.010001297
53179,0.01214566
54127,0.007952084
54458,0.008605359
54769,0.008605359
55103,0.009961777
55105,0.029037572
50916,0.032507148
50920,0.01214566
50921,0.026718054
50930,0.039602488
51245,0.007952084
51890,0.01214566
12065,0.01214566
12073,0.011222596
12076,0.015183985
11782,0.01214566
11786,0.01214566
12099,0.026718054
11803,0.039212063
11507,0.009657858
11824,0.123734392
11825,0.028875936
11521,0.007709
11843,0.01214566
11562,0.007952084
11883,0.010001297
11892,0.008876455
11586,0.007952084
11598,0.010884581
11908,0.009657858
11935,0.02140101
12588,0.01214566
12597,0.007709
12265,0.026718054
12269,0.01214566
12602,0.009657858
12615,0.01214566
12616,0.007952084
12286,0.009657858
12288,0.010001297
12628,0.01214566
12632,0.008960848
21158,0.009961777
21479,0.007952084
21487,0.009678065
21185,0.026718054
21507,0.01214566
21525,0.029037572
21527,0.01214566
21222,0.007709
21240,0.01214566
21253,0.039212063
20941,0.008876455
21262,0.009657858
21274,0.007709
21297,0.026718054
20986,0.023096094
20990,0.008876455
21299,0.015183985
21002,0.008960848
21014,0.013625211
21326,0.007709
21022,0.039212063
21340,0.008960848
21348,0.023851132
21045,0.009961777
21369,0.0260689
21066,0.023726372
21071,0.026578706
21712,0.007952084
22024,0.009657858
22033,0.015183985
61258,0.0260689
62215,0.015183985
62855,0.010001297
62860,0.009961777
62862,0.01214566
63174,0.0260689
63180,0.008605359
63495,0.028462524
63503,0.01214566
63831,0.009657858
64143,0.02140101
64464,0.029037572
64472,0.01214566
65100,0.009961777
65422,0.007709
65740,0.049999677
65748,0.008960848
66056,0.026718054
66070,0.02140101
66072,0.013956727
61283,0.010800883
61289,0.015183985
61608,0.013625211
61609,0.007709
61917,0.007952084
62245,0.007709
62554,0.007709
62891,0.015183985
63196,0.008960848
63533,0.01214566
63835,0.01214566
63841,0.01214566
64156,0.010001297
64157,0.008960848
64161,0.039212063
64492,0.009961777
64807,0.008605359
65118,0.032507148
65126,0.01214566
65442,0.02140101
75255,0.008960848
75572,0.008960848
76198,0.01214566
76214,0.01214566
71418,0.010001297
71750,0.007952084
72387,0.029037572
72389,0.032507148
73019,0.007952084
73026,0.008605359
73660,0.02140101
73995,0.01214566
73996,0.02140101
74306,0.013625211
74636,0.008876455
74954,0.010800883
75588,0.01214566
76232,0.007709
71446,0.010884581
71447,0.007952084
69625,0.018986389
69630,0.008605359
69946,0.013956727
76000,0.015183985
76005,0.007952084
76006,0.007952084
71539,0.008605359
72176,0.026718054
72181,0.010800883
72182,0.011222596
72185,0.032507148
73470,0.010001297
73784,0.01214566
74104,0.010884581
74423,0.007952084
74747,0.01214566
75700,0.011222596
75702,0.047575943
75711,0.016934659
76023,0.01214566
71565,0.007952084
71887,0.026718054
72197,0.007952084
72199,0.007709
72206,0.007709
72515,0.009657858
72526,0.018986389
72838,0.007709
73807,0.035403319
74451,0.026718054
74455,0.008960848
75090,0.015183985
75096,0.032507148
75416,0.007952084
75723,0.026718054
75731,0.007952084
76056,0.010001297
71594,0.010800883
71897,0.008960848
72536,0.01214566
72542,0.01214566
73497,0.007709
73516,0.01214566
73829,0.039212063
75422,0.010884581
71019,0.008876455
66888,0.007709
67526,0.007952084
67531,0.007952084
67844,0.007709
67845,0.007952084
68173,0.009657858
69117,0.007952084
69760,0.032507148
70411,0.007709
71045,0.007952084
66261,0.029037572
66267,0.007709
66897,0.010001297
67228,0.02140101
67856,0.013625211
68177,0.039602488
68185,0.029037572
68498,0.01214566
68500,0.026718054
68502,0.013625211
68510,0.032507148
69136,0.007709
70094,0.007952084
66602,0.009657858
66612,0.007952084
66918,0.02140101
67237,0.02140101
67244,0.010001297
67245,0.007709
67559,0.044026136
67565,0.013956727
67568,0.007952084
67874,0.032507148
77679,0.007952084
78317,0.008605359
78646,0.04498722
78651,0.007709
78978,0.008876455
79609,0.01214566
80574,0.008605359
80881,0.007709
81201,0.018986389
81208,0.023851132
76423,0.007952084
24301,0.009657858
24304,0.007952084
24348,0.0260689
24371,0.012118628
24674,0.008960848
33256,0.007952084
32944,0.008960848
32974,0.026718054
33280,0.009961777
32985,0.011222596
32993,0.007952084
32994,0.01214566
33308,0.026718054
33008,0.007952084
33020,0.039602488
33038,0.011222596
33343,0.02140101
34004,0.013625211
34011,0.01214566
33693,0.007709
34022,0.01214566
34024,0.02140101
33710,0.010884581
34044,0.008876455
34054,0.009657858
34058,0.007952084
33731,0.047575943
33738,0.008960848
34066,0.01214566
34070,0.007709
33740,0.007952084
34159,0.01214566
34160,0.029037572
34161,0.007709
34162,0.007709
34167,0.009961777
33762,0.009657858
33763,0.032507148
33781,0.01214566
33787,0.008960848
33796,0.01214566
34112,0.015183985
33800,0.009657858
33809,0.0260689
34131,0.010001297
33837,0.026718054
33876,0.013142492
33559,0.010001297
33572,0.01214566
33890,0.007952084
33894,0.055581369
33612,0.026865654
33613,0.029037572
33960,0.008605359
33964,0.009961777
33659,0.013625211
33665,0.007709
54027,0.042505104
54346,0.023851132
55002,0.012258117
55326,0.01214566
55632,0.007952084
55641,0.02313967
55642,0.026718054
55969,0.007709
51142,0.010001297
51473,0.012509989
52126,0.01214566
52437,0.071429655
52760,0.008960848
52771,0.007952084
52777,0.029037572
53082,0.049999677
53414,0.007952084
53742,0.007709
54365,0.010800883
54373,0.028462524
54377,0.01214566
54690,0.01214566
55029,0.023851132
55344,0.020123277
50833,0.01214566
50848,0.007952084
51160,0.015653403
51169,0.010800883
51170,0.053359829
51480,0.009961777
51485,0.008605359
51489,0.02313967
51812,0.032507148
51818,0.008960848
52466,0.042991154
52473,0.039602488
52794,0.012509989
53757,0.008876455
53763,0.032507148
54390,0.009657858
54396,0.01214566
55038,0.029037572
55359,0.032507148
55364,0.01214566
55671,0.007709
50851,0.01214566
50856,0.009657858
50861,0.010001297
51180,0.011222596
51502,0.007952084
51506,0.016934659
51509,0.015183985
51512,0.01214566
66120,0.010884581
66129,0.008960848
61662,0.007709
62622,0.01214566
62623,0.008960848
62949,0.032507148
63583,0.007952084
32788,0.007952084
32461,0.02140101
32468,0.008960848
32814,0.008960848
32487,0.010884581
32511,0.04498722
32829,0.026578706
32831,0.007709
32524,0.011222596
32540,0.01214566
32553,0.008960848
32563,0.01214566
32596,0.01214566
32619,0.009961777
32654,0.012509989
32355,0.01214566
32362,0.011222596
32370,0.008876455
32690,0.04498722
32389,0.0260689
32710,0.023851132
32415,0.02140101
33047,0.008960848
33053,0.029037572
33361,0.008960848
33068,0.009961777
33075,0.013625211
33398,0.010001297
33093,0.009961777
33097,0.007952084
33418,0.007952084
33521,0.010001297
33538,0.026578706
33119,0.01214566
33133,0.032507148
33137,0.009961777
33146,0.013956727
33152,0.01214566
33185,0.009961777
33213,0.008605359
33506,0.008960848
33507,0.01214566
33228,0.02140101
33250,0.008876455
41847,0.012118628
41858,0.015183985
41859,0.007709
77860,0.010884581
78819,0.008876455
79142,0.014738803
79785,0.007952084
80753,0.009657858
81061,0.008960848
81079,0.008960848
76615,0.015653403
76932,0.007952084
76933,0.007952084
76936,0.008960848
76937,0.007952084
77241,0.010001297
77245,0.007952084
77253,0.023726372
77257,0.02140101
78206,0.007952084
78217,0.059557304
78840,0.018986389
78842,0.044026136
78850,0.008876455
79483,0.029037572
79810,0.008605359
79817,0.008960848
80124,0.009657858
80133,0.023851132
80445,0.007709
81418,0.008605359
76631,0.009657858
76636,0.008876455
76940,0.008876455
77277,0.007952084
2278,0.007709
2584,0.01214566
2318,0.014738803
2624,0.007952084
2324,0.0260689
2329,0.015183985
2648,0.009657858
2041,0.008960848
2078,0.055829901
2389,0.007952084
2393,0.015653403
2096,0.047575943
2097,0.009961777
2105,0.008605359
2420,0.008605359
2427,0.023851132
2445,0.007709
2450,0.032338612
2453,0.02140101
2155,0.010001297
2473,0.007952084
2478,0.031805158
2171,0.02140101
2481,0.023376323
2851,0.026718054
2855,0.008960848
3173,0.008960848
3281,0.015183985
3294,0.007709
3298,0.008876455
2888,0.009657858
2900,0.01214566
2903,0.015183985
2913,0.042991154
3206,0.009657858
3220,0.01214566
3223,0.011779147
3255,0.011222596
2963,0.039010163
2968,0.008960848
2711,0.008960848
2715,0.007952084
3024,0.023851132
2730,0.01214566
3051,0.010001297
2751,0.032507148
2753,0.02140101
3064,0.007709
2770,0.049679261
2787,0.007952084
3114,0.010001297
3451,0.01214566
12640,0.023851132
12326,0.008605359
12686,0.009961777
12696,0.009961777
12699,0.008960848
12712,0.01214566
12412,0.057763979
12724,0.016934659
12121,0.02140101
12445,0.007952084
12166,0.010884581
12489,0.015183985
12181,0.007709
12191,0.018986389
12503,0.032507148
12517,0.026718054
12557,0.010001297
12245,0.01214566
12254,0.008605359
12562,0.008960848
12574,0.009961777
12899,0.016934659
13205,0.026718054
13209,0.011222596
12910,0.008605359
12912,0.008960848
12916,0.027968777
13228,0.032507148
12924,0.080807053
12934,0.01214566
12940,0.007952084
13374,0.008605359
13268,0.018986389
12990,0.028875936
13294,0.055829901
13300,0.008605359
13032,0.009678065
13038,0.013956727
13330,0.032507148
13043,0.020123277
13349,0.007952084
13355,0.012118628
13073,0.008960848
12761,0.01214566
12775,0.007952084
13080,0.032507148
13087,0.029037572
13089,0.013956727
12787,0.007709
12792,0.008960848
12799,0.016934659
13105,0.022058325
13112,0.043167457
12804,0.007709
12813,0.008960848
12817,0.007709
12818,0.009961777
13120,0.008960848
12827,0.008960848
13155,0.023851132
13163,0.017911229
22345,0.026718054
22385,0.007952084
22834,0.032507148
22424,0.008960848
22741,0.013625211
22752,0.042991154
22756,0.032507148
22448,0.026718054
22451,0.009961777
32421,0.010884581
32763,0.011222596
22766,0.047575943
22788,0.01214566
22800,0.007952084
22512,0.008876455
22519,0.009657858
22520,0.018133672
22529,0.008960848
22221,0.014738803
22227,0.007709
22229,0.008876455
22235,0.01214566
22572,0.01214566
22581,0.009961777
22583,0.007952084
22292,0.008876455
22299,0.02140101
22325,0.01214566
22338,0.01214566
22965,0.008876455
23307,0.011222596
23313,0.009657858
22999,0.007952084
23004,0.023851132
23337,0.0260689
23450,0.009961777
23052,0.010884581
23057,0.010001297
23345,0.028886486
23060,0.032507148
23076,0.010001297
23360,0.01214566
23367,0.007952084
23097,0.031376749
23105,0.009961777
23402,0.007952084
23437,0.007952084
23144,0.008605359
23155,0.008960848
22840,0.01214566
23164,0.009657858
22875,0.032143425
23183,0.008960848
23185,0.022635624
23190,0.01214566
23192,0.026718054
22888,0.011222596
31763,0.01214566
32747,0.009657858
32756,0.01214566
73605,0.029037572
73612,0.015183985
74239,0.008605359
74570,0.01214566
74880,0.007952084
74883,0.008876455
74893,0.007952084
74896,0.0260689
75204,0.007709
75215,0.032338612
75517,0.007952084
64710,0.008960848
65336,0.029037572
65656,0.01214566
61200,0.007952084
61207,0.01214566
61523,0.0260689
61529,0.022058325
62157,0.010884581
62158,0.044026136
62162,0.008960848
62479,0.007709
62812,0.039212063
63113,0.007952084
63117,0.023851132
63129,0.026718054
63441,0.029037572
63755,0.008960848
63771,0.026718054
63772,0.010800883
64405,0.016136732
64713,0.007952084
65047,0.01214566
65359,0.045877919
65369,0.042991154
65372,0.02140101
65675,0.02140101
65689,0.007709
65690,0.008605359
66000,0.009961777
61214,0.009657858
61220,0.007952084
61229,0.01214566
61857,0.008605359
61861,0.02140101
61867,0.01214566
62497,0.007709
63141,0.053359829
72943,0.031376749
72951,0.010884581
73259,0.008876455
73593,0.012509989
74234,0.008960848
74538,0.01214566
74546,0.008960848
75180,0.026718054
75191,0.015183985
75194,0.01214566
75503,0.008876455
75506,0.007952084
75819,0.04498722
76141,0.02140101
76151,0.007709
71358,0.011222596
71369,0.007709
71685,0.008605359
71689,0.028875936
72000,0.007709
72329,0.007709
72649,0.016594095
73280,0.023851132
73282,0.01214566
73283,0.026718054
73295,0.008876455
69957,0.007709
70289,0.010001297
70292,0.007952084
70602,0.026718054
70611,0.007952084
70914,0.007952084
60423,0.086050041
61066,0.007709
61297,0.02140101
61618,0.012509989
61935,0.007952084
61938,0.007952084
62262,0.008876455
62578,0.023851132
62587,0.023154791
62895,0.007709
62901,0.008605359
63546,0.048045482
63860,0.009961777
63861,0.007952084
64503,0.010884581
64508,0.015183985
65145,0.009961777
65146,0.01214566
65454,0.015183985
65784,0.007952084
65788,0.008605359
66103,0.007952084
66113,0.009678065
61321,0.02140101
62280,0.012509989
62913,0.026718054
63567,0.01214566
63879,0.01214566
64210,0.026718054
64840,0.01214566
65172,0.023851132
70582,0.008960848
70593,0.007709
70897,0.025071036
70900,0.009961777
70903,0.007952084
70908,0.009678065
71233,0.008960848
66434,0.015183985
66439,0.029037572
66441,0.01214566
66763,0.007952084
67085,0.008605359
67732,0.01214566
68042,0.039212063
68354,0.008605359
68370,0.023851132
68677,0.008960848
68679,0.015183985
68681,0.029037572
69321,0.007952084
69641,0.01214566
69642,0.008960848
69646,0.013625211
69652,0.032507148
69653,0.009678065
13197,0.008960848
13841,0.0260689
13842,0.007709
13526,0.009678065
13877,0.008605359
13891,0.007952084
13566,0.026718054
13569,0.007952084
13577,0.01214566
13904,0.009961777
13916,0.011222596
13918,0.008960848
13589,0.010001297
14001,0.049999677
14003,0.023851132
14005,0.032507148
13609,0.032507148
13616,0.007952084
13921,0.010001297
13925,0.01214566
13933,0.01214566
13936,0.029037572
13654,0.007952084
13964,0.01214566
13389,0.023851132
13399,0.007709
13419,0.008605359
13427,0.032507148
13434,0.008960848
13764,0.014291247
13770,0.026718054
13460,0.007709
13463,0.01214566
13781,0.010001297
13488,0.010001297
13802,0.02140101
13501,0.009657858
13502,0.007952084
13506,0.02140101
13515,0.007952084
14142,0.007952084
14461,0.0260689
14475,0.010884581
14492,0.009961777
14502,0.039212063
14505,0.01214566
14516,0.011222596
14228,0.009678065
14233,0.01214566
14523,0.007952084
14541,0.035403319
14549,0.01214566
14557,0.010001297
14268,0.007709
14280,0.008960848
14302,0.02140101
63902,0.02313967
63907,0.023851132
64224,0.008960848
65181,0.01214566
65503,0.015183985
65832,0.032507148
61675,0.007709
61681,0.016934659
61688,0.007952084
62012,0.032507148
62330,0.032507148
62638,0.01214566
63275,0.023851132
63921,0.010001297
64242,0.009657858
64569,0.009961777
64570,0.015183985
65518,0.02140101
65838,0.007952084
65844,0.009657858
66157,0.039212063
61377,0.010001297
61389,0.007952084
62337,0.028175866
62352,0.020973928
62661,0.015183985
62671,0.008960848
62990,0.049195886
63311,0.01214566
63949,0.02140101
63950,0.007709
64262,0.042505104
64575,0.007709
64576,0.010001297
64899,0.02140101
65542,0.01214566
65543,0.007952084
65547,0.008960848
65551,0.010884581
61089,0.010800883
61403,0.032507148
62033,0.01765178
62035,0.008960848
62041,0.008960848
62354,0.057472274
62687,0.029037572
63320,0.010001297
68017,0.01214566
68018,0.007952084
68022,0.010001297
68338,0.009961777
68351,0.026718054
68655,0.01214566
68982,0.026718054
37581,0.010001297
37584,0.007952084
37591,0.011222596
37593,0.047575943
37619,0.008960848
37922,0.007952084
37647,0.010884581
37648,0.029037572
37658,0.008605359
37340,0.026718054
37344,0.014291247
37664,0.011222596
45657,0.01214566
45983,0.008960848
45990,0.010001297
46312,0.016261099
46315,0.008876455
46317,0.008960848
46642,0.012509989
46956,0.007952084
46961,0.007709
47283,0.013956727
47607,0.026578706
47608,0.01214566
48585,0.01214566
48595,0.01214566
48916,0.018986389
49244,0.007709
49889,0.01214566
49893,0.010001297
49896,0.010884581
50527,0.007709
50542,0.009657858
45667,0.01214566
46009,0.01214566
46338,0.010884581
46652,0.01214566
46653,0.023851132
46980,0.007709
46982,0.016594095
46983,0.008960848
46984,0.029037572
47309,0.008960848
47638,0.009961777
47965,0.01214566
48284,0.01214566
48287,0.020616515
48291,0.008605359
48296,0.010884581
48605,0.007709
48606,0.01214566
48935,0.009961777
48937,0.007952084
48939,0.0260689
49274,0.008605359
49582,0.007952084
49595,0.026578706
46018,0.01214566
46342,0.007952084
46357,0.01214566
46358,0.007952084
47647,0.01214566
47981,0.010001297
48309,0.029037572
27085,0.02140101
26791,0.012509989
26801,0.009657858
27234,0.015183985
26820,0.01214566
26833,0.01214566
26841,0.01214566
26850,0.015183985
27149,0.01214566
26869,0.014291247
26871,0.008605359
26872,0.01214566
27172,0.007952084
26886,0.007952084
26887,0.01214566
26896,0.010001297
26900,0.032507148
27210,0.008960848
26627,0.019371981
26628,0.008876455
26630,0.015183985
26945,0.01214566
26645,0.011222596
26967,0.010001297
26668,0.008876455
26674,0.028250549
26978,0.031805158
26983,0.007709
26678,0.007952084
27004,0.007952084
26715,0.007952084
